customerId:ID(Customer),CompanyName,ContactName,ContactTitle,Address,City,Region,PostalCode,Country,Phone,Fax,labels:LABEL
GC890,创联世纪信息有限公司移动应用开发,孙云,CEO,云南省深圳县金平拉萨街l座 585241,福州县,四川省,101164,中国,18028540905,15583713908.0,Customer
GJ116,良诺信息有限公司生物科技,邢海燕,运营总监,云南省雷市东城巫街s座 382268,红市,海南省,562035,中国,18237005422,18670886501.0,Customer
GL926,时空盒数字传媒有限公司大数据分析,纪亮,项目经理,湖北省梧州县锡山周路M座 618236,巢湖市,贵州省,903078,中国,18249899116,18648763898.0,Customer
GR625,明腾传媒有限公司互联网服务,薛红,CTO,澳门特别行政区呼和浩特市沈北新曲街v座 733015,邯郸市,天津市,144183,中国,15576839016,15301088652.0,Customer
GR729,中建创业网络有限公司移动应用开发,鄢红梅,采购经理,江西省辛集县沈北新昆明街r座 719259,辽阳县,台湾省,639438,中国,18252144849,18208891965.0,Customer
HD242,富罳科技有限公司生物科技,李秀梅,运营总监,青海省贵阳市友好范街A座 611700,想县,甘肃省,415348,中国,15233511838,15055001526.0,Customer
II746,恩悌传媒有限公司虚拟现实,武辉,CTO,广西壮族自治区哈尔滨县房山辛集路N座 896046,南昌县,甘肃省,203154,中国,18727346122,14713336912.0,Customer
IK721,诺依曼软件传媒有限公司物联网,李淑兰,CTO,广东省重庆市沈北新深圳路t座 370139,华市,广西壮族自治区,558601,中国,15386758131,18859838127.0,Customer
IP471,银嘉信息有限公司移动应用开发,武桂兰,CEO,河南省洋县门头沟张家港路q座 708953,荆门市,江西省,960045,中国,15677453742,18729284655.0,Customer
JT617,时空盒数字信息有限公司智能科技,李芳,项目经理,山东省巢湖县清浦缪街U座 742478,郑州县,陕西省,364545,中国,13626603637,18540976616.0,Customer
KM929,迪摩科技有限公司电子商务,张莉,项目经理,吉林省香港市白云沈街W座 138703,福州县,海南省,133740,中国,13781468358,13637980853.0,Customer
KS630,良诺信息有限公司网络安全,杨涛,技术总监,四川省西安市魏都邓路Q座 814705,潮州市,内蒙古自治区,453855,中国,13096638207,,Customer
LB704,群英信息有限公司金融科技,李淑兰,采购总监,山东省丽县长寿邯郸路S座 956071,昆明县,河南省,785495,中国,13831996572,,Customer
LU518,易动力传媒有限公司生物科技,朱秀华,总经理,河南省贵阳县兴山广州路A座 729306,伟市,陕西省,802027,中国,15111664228,,Customer
MA264,时刻网络有限公司信息技术,蔡小红,总经理,辽宁省长春县高港大冶街E座 299146,梅县,山西省,257161,中国,18080429396,18787732690.0,Customer
ME428,创汇网络有限公司虚拟现实,冉红梅,运营总监,北京市玉珍市朝阳赵路P座 508928,秀英市,福建省,862920,中国,18686204021,,Customer
MG296,浦华众城网络有限公司信息技术,陈静,总经理,台湾省倩县涪城陈街U座 719485,浩市,四川省,990712,中国,15570711076,,Customer
MJ814,毕博诚科技有限公司互联网服务,陈小红,采购经理,安徽省大冶县牧野汪路E座 856404,俊市,宁夏回族自治区,628200,中国,15200139408,15743604198.0,Customer
MR129,太极信息有限公司互联网服务,顾刚,总经理,江苏省六盘水县清浦黄街g座 440842,海门市,福建省,737845,中国,13890863885,,Customer
MZ379,联软传媒有限公司区块链技术,戴艳,采购经理,台湾省深圳市牧野李街L座 325753,慧县,山东省,556597,中国,13513941133,,Customer
NQ176,图龙信息传媒有限公司数字科技,李丹丹,采购总监,天津市梧州市安次彭路t座 336734,南昌市,江西省,117022,中国,18813158192,15160240809.0,Customer
NU012,商软冠联传媒有限公司智能科技,陈东,技术总监,甘肃省阜新县江北白路G座 114919,太原县,黑龙江省,500377,中国,18551935863,,Customer
NU711,易动力科技有限公司人工智能,姚桂芝,技术总监,宁夏回族自治区强县黄浦张路s座 615830,桂兰县,广西壮族自治区,372804,中国,15600086160,,Customer
OA831,华泰通安科技有限公司网络安全,廖林,CEO,香港特别行政区桂兰市城东傅路b座 111143,玉梅市,台湾省,529077,中国,13124198844,15688892898.0,Customer
PC764,恒聪百汇传媒有限公司虚拟现实,王艳,CEO,福建省兴城市高明邓街U座 898971,重庆市,河南省,796218,中国,15319523644,18543423894.0,Customer
PE529,易动力网络有限公司信息技术,王红,总经理,山西省广州县淄川王路j座 894925,英县,山东省,228414,中国,18172765437,18878153291.0,Customer
PJ659,超艺网络有限公司人工智能,陈刚,采购经理,四川省梅市高明潮州路u座 815912,武汉市,四川省,103035,中国,18691486544,,Customer
PL616,巨奥网络有限公司金融科技,蔡桂荣,运营总监,陕西省慧市锡山王街R座 594310,明市,天津市,692056,中国,18811404398,13482527618.0,Customer
PS740,国讯科技有限公司金融科技,张飞,总经理,广东省俊县锡山海门路g座 967844,金凤市,江西省,230194,中国,14756044313,13404613905.0,Customer
PV664,毕博诚信息有限公司信息技术,庞凤英,CTO,天津市颖县华龙武街i座 729878,柳州县,贵州省,534760,中国,14754550121,13752986826.0,Customer
QI779,合联电子科技有限公司网络安全,姚淑珍,项目经理,新疆维吾尔自治区波市牧野潜江街w座 187520,沈阳县,江苏省,734012,中国,15773514309,15200091877.0,Customer
QJ392,创亿网络有限公司金融科技,钟婷婷,CTO,浙江省台北县六枝特张家港路l座 913606,重庆市,湖南省,684944,中国,13984774737,13633005048.0,Customer
QL573,维涛科技有限公司网络安全,龙宇,CEO,西藏自治区亮市清浦王街I座 399560,永安市,贵州省,583598,中国,13271617038,,Customer
QT258,商软冠联传媒有限公司大数据分析,朱帆,总经理,湖北省强县新城古路N座 931706,玉珍县,澳门特别行政区,424628,中国,18203162514,18869205557.0,Customer
QU287,戴硕电子科技有限公司移动应用开发,范彬,CTO,台湾省天津市清城郑州街K座 578950,瑜市,陕西省,996204,中国,13167255312,,Customer
RG743,快讯信息有限公司智能科技,李利,项目经理,山东省海口县龙潭杨街q座 232213,勇县,澳门特别行政区,384293,中国,13400708085,13274629185.0,Customer
RV310,银嘉科技有限公司云计算,孔玉珍,采购总监,北京市强县牧野惠州路G座 671226,重庆县,云南省,471017,中国,18926672786,15623271244.0,Customer
RY548,易动力信息有限公司网络安全,帅阳,CEO,青海省宜都县合川朱路g座 383744,斌县,江西省,652523,中国,15680855965,18073535896.0,Customer
RY572,中建创业信息有限公司虚拟现实,徐秀云,技术总监,黑龙江省天津县清浦贵阳路S座 666651,冬梅县,内蒙古自治区,866120,中国,15320780513,18816576078.0,Customer
TB616,晖来计算机网络有限公司虚拟现实,胡淑英,采购经理,湖北省银川县长寿佛山街w座 577399,梅县,新疆维吾尔自治区,509148,中国,15327212550,18265314987.0,Customer
TE207,新宇龙信息传媒有限公司人工智能,李淑珍,采购总监,澳门特别行政区合山县门头沟赵路X座 921614,张家港市,香港特别行政区,309847,中国,15842698842,13831807201.0,Customer
TO444,MBP软件网络有限公司移动应用开发,张红霞,运营总监,青海省颖县山亭西安路G座 992594,辛集市,重庆市,516137,中国,13387534029,13053030354.0,Customer
TW751,图龙信息网络有限公司云计算,彭文,总经理,湖南省兰州县丰都张街B座 954217,宁德市,福建省,905170,中国,13299216410,18141210991.0,Customer
US056,国讯网络有限公司移动应用开发,孙东,采购总监,甘肃省芳市东丽游街c座 967469,文市,浙江省,216352,中国,13605187119,15891993850.0,Customer
UY980,兰金电子传媒有限公司生物科技,茹柳,CEO,广西壮族自治区香港县六枝特郭路r座 722655,桂香县,广西壮族自治区,205167,中国,18748400209,18192111883.0,Customer
VC531,九方传媒有限公司生物科技,朱帅,采购经理,江西省玉梅县城北韦路k座 920415,六盘水市,西藏自治区,774096,中国,18079042437,15192075452.0,Customer
VH856,鑫博腾飞科技有限公司电子商务,孟秀英,项目经理,吉林省英市海陵李街x座 709778,英县,江西省,294218,中国,13521106326,13426339111.0,Customer
VQ233,和泰信息有限公司信息技术,张勇,CTO,江苏省俊市璧山陈路I座 849236,成都市,四川省,430904,中国,15324006321,13948194723.0,Customer
VX147,东方峻景传媒有限公司金融科技,李凤英,采购总监,江西省利市东城任街V座 970735,海门县,湖南省,667608,中国,18158423065,18973512453.0,Customer
VZ702,精芯网络有限公司互联网服务,张秀兰,技术总监,河北省南京市翔安朱路w座 386632,马鞍山县,广东省,526423,中国,15920824367,,Customer
WB209,维涛传媒有限公司云计算,余俊,总经理,内蒙古自治区上海市海陵武汉路o座 271535,秀华县,宁夏回族自治区,490120,中国,13734757686,,Customer
WB890,鑫博腾飞网络有限公司金融科技,董洁,CTO,河南省嘉禾市沙市陈路m座 407126,马鞍山市,江苏省,823492,中国,15619988812,18000809560.0,Customer
WN094,菊风公司传媒有限公司数字科技,邓娟,CTO,广东省哈尔滨市高坪王路l座 274673,秀梅市,黑龙江省,610381,中国,18513560030,15507858363.0,Customer
WQ849,开发区世创科技有限公司科技公司,莫云,运营总监,浙江省香港县翔安潮州街E座 459811,嘉禾市,黑龙江省,948902,中国,13009613742,,Customer
WW556,商软冠联网络有限公司信息技术,黄秀华,总经理,福建省兴城县白云赵街c座 153695,梅市,海南省,737913,中国,13629607471,15858006691.0,Customer
WY218,飞海科技传媒有限公司信息技术,沈娜,CEO,河北省楠县南湖胡街i座 304050,济南市,吉林省,373811,中国,15072029262,13117501289.0,Customer
XA075,网新恒天科技有限公司数字科技,阎帆,总经理,青海省佛山县平山辽阳路l座 730177,秀梅县,山东省,267399,中国,13972130826,,Customer
XA254,易动力信息有限公司物联网,蔡红霞,CEO,陕西省关岭县高坪淮安街k座 604446,齐齐哈尔市,贵州省,989116,中国,18024206536,15941699045.0,Customer
XN875,天开传媒有限公司网络安全,张雪,技术总监,香港特别行政区澳门市清浦许路G座 380354,芳市,云南省,252621,中国,13259425343,15363139778.0,Customer
XO649,晖来计算机传媒有限公司云计算,冯兰英,运营总监,广东省娟市孝南辽阳路I座 278094,郑州县,江苏省,370443,中国,13001583276,15150839484.0,Customer
XW046,鑫博腾飞信息有限公司智能科技,卢秀梅,采购总监,安徽省杭州县新城潮州路U座 487852,兴安盟市,青海省,721718,中国,15738806419,,Customer
YR398,浦华众城信息有限公司虚拟现实,王梅,CEO,新疆维吾尔自治区福州市翔安李路i座 712866,大冶市,广东省,992649,中国,18198373540,18615530047.0,Customer
YZ898,通际名联科技有限公司金融科技,张桂英,采购总监,黑龙江省利县江北曹路r座 182732,济南市,台湾省,380850,中国,15860620602,13193830496.0,Customer
ZF061,维旺明信息有限公司人工智能,陈阳,CEO,安徽省东莞市静安银川街g座 149650,坤县,山西省,734784,中国,13191090924,18075380221.0,Customer
ZF801,易动力科技有限公司科技公司,娄秀英,技术总监,北京市佛山县合川香港街U座 292593,沈阳县,广西壮族自治区,104016,中国,13570944629,13301388112.0,Customer
ZG109,襄樊地球村网络有限公司智能科技,马芳,采购经理,安徽省畅县房山郑路w座 157129,坤县,内蒙古自治区,951957,中国,18261805458,,Customer
ZH741,巨奥科技有限公司信息技术,管旭,采购经理,辽宁省兵县门头沟黄路R座 339119,峰县,河南省,970735,中国,13689236595,13513902157.0,Customer
ZO854,MBP软件科技有限公司信息技术,汪秀荣,CEO,安徽省瑞市西夏高路i座 571615,丽华县,宁夏回族自治区,300387,中国,18673105936,18131736936.0,Customer
ZU351,银嘉科技有限公司科技公司,余旭,采购经理,山东省深圳县孝南黄街c座 290750,秀荣市,宁夏回族自治区,662554,中国,13250631686,18763717570.0,Customer
ZV584,维旺明科技有限公司大数据分析,曹岩,技术总监,山东省雷县涪城王路f座 739633,杭州市,福建省,105798,中国,13032795703,14784038555.0,Customer
